date,temperature,rainfall,humidity,z_score,anomaly
2018-01-01,22.508323323414597,8.518479411125199,62.82640722245715,-0.3945670499546891,0
2018-01-02,26.20759012211807,4.472553054807854,74.8040559275839,0.1094728648472751,0
2018-01-03,24.70621185286976,4.412841819597086,49.80646637587498,-0.0950959365115962,0
2018-01-04,25.291581026536072,5.515736511974785,51.99283608265667,-0.015337042525935738,0
2018-01-05,23.416699355032257,3.081238715329002,56.126514292493155,-0.27079717811273846,0
2018-01-06,26.92257252256722,2.8180400866677338,56.10346812191226,0.20689208001002013,0
2018-01-07,28.471398840491183,6.71347791746709,51.20852446422111,0.41792586800364256,0
2018-01-08,27.350714832774543,4.858754767763261,81.09100854788346,0.26522818424441874,0
2018-01-09,26.988798414889263,5.588840831814858,72.6442573276604,0.21591562303627249,0
2018-01-10,29.260280418490893,4.538682045353412,80.85943241386437,0.525414142032208,0
2018-01-11,28.823217938564486,2.1665458338199426,54.18489106556805,0.4658626289533321,0
2018-01-12,26.144174001796944,4.699510856777361,73.09718941854274,0.10083216450770127,0
2018-01-13,24.244329592420115,6.30461122902781,61.89398857360913,-0.15802924407599586,0
2018-01-14,30.385743403884277,9.574360834606903,71.71733334185103,0.6787629806370002,0
2018-01-15,25.11249967750915,3.0597702634184136,52.70154359371952,-0.039737593450726305,0
2018-01-16,28.12185287893748,6.947480715848498,65.24897930239939,0.37029883100737937,0
2018-01-17,26.89630985295273,5.265271893413529,71.93666078736993,0.20331368610785586,0
2018-01-18,27.540603960292383,2.562881621677613,57.932767073608304,0.2911013382676584,0
2018-01-19,27.11807705904474,3.767895891395864,55.03604644125943,0.23353035599056438,0
2018-01-20,29.579469436011426,1.5437204675113119,42.02961360221428,0.5689049238415003,0
2018-01-21,26.993440062092144,6.21129284517989,40.645397011955275,0.21654806605484603,0
2018-01-22,26.260337883435362,7.429109809900998,49.07811033929654,0.11665995855181148,0
2018-01-23,27.524054501845043,3.2754130595819193,57.59087186498439,0.28884640828295455,0
2018-01-24,31.890733415273743,2.0332521528981027,75.98805924593793,0.8838238963255959,0
2018-01-25,29.024742490101083,4.033485727751351,43.09188518707262,0.49332115609244276,0
2018-01-26,30.73359246111304,6.752778763480158,61.95833948654493,0.7261588076238452,0
2018-01-27,26.934154494084964,0.6199432166666661,71.05106990307965,0.2084701700085813,0
2018-01-28,29.251385446981136,5.031855355469242,46.662949633751815,0.5242021665446559,0
2018-01-29,28.438351721164878,4.15450969588209,69.48639670892156,0.413423065660346,0
2018-01-30,28.121074124090423,6.139419401112994,41.34546189682004,0.37019272254099345,0
2018-01-31,27.295850790299223,3.292661935834789,43.69001018851349,0.2577527387575878,0
2018-02-01,29.441615362387868,5.405055582448264,74.29155716960975,0.5501217542824204,0
2018-02-02,26.365825348533072,6.261829171613959,62.574490535299304,0.13103304808921926,0
2018-02-03,28.09237689909964,5.094676472825068,82.81780640028069,0.366282610719787,0
2018-02-04,32.302030567446515,4.829924211066176,77.72770507856447,0.9398647803224227,0
2018-02-05,29.633538378550654,6.691158759609248,64.19716428716578,0.5762720337781116,0
2018-02-06,28.506569400812996,7.2560516308837375,67.64578764640426,0.42271799768576146,0
2018-02-07,30.052485892382702,2.3003941284818263,41.598066076585226,0.6333553101864016,0
2018-02-08,29.680349728559605,3.5083636951059614,78.5620424676991,0.5826502676699051,0
2018-02-09,27.282122815467474,7.64694824285845,45.43273927586132,0.2558822472139599,0
2018-02-10,32.0784726527021,2.6949078904802306,55.238526913160186,0.9094041192150447,0
2018-02-11,31.873153142186094,4.951874745778729,53.53970201040545,0.8814285137183182,0
2018-02-12,30.91159527297429,7.065567860636382,78.96721706833844,0.7504124035408791,0
2018-02-13,27.825480538949172,3.9188209202176116,63.79118758308847,0.3299169128797865,0
2018-02-14,30.651376153617854,8.141328867185099,56.281999173322276,0.7149565064976517,0
2018-02-15,30.726395679679914,5.274920323107704,41.896236798201926,0.7251782173345283,0
2018-02-16,28.88223958800218,10.242879826763367,42.39158896802258,0.473904565037659,0
2018-02-17,39.132920359403904,8.266842345347778,55.586924778349484,1.8706008683403332,0
2018-02-18,31.228625293762548,4.599282355328392,65.87159870832542,0.793609013399834,0
2018-02-19,26.15793742152856,6.888293873290642,68.4274133990384,0.1027074855608726,0
2018-02-20,30.338563739606098,7.717618779801214,58.28998266742791,0.6723345624511334,0
2018-02-21,33.371051883703025,3.670904466024557,79.66165522358494,1.0855232154902417,0
2018-02-22,30.938102792894156,4.307402048153826,80.1982252629023,0.7540241592776387,0
2018-02-23,31.15515899507814,6.580421422585086,48.93588999473329,0.7835989360129628,0
2018-02-24,28.826109382948378,4.294455337510117,74.78335309656046,0.4662565998292424,0
2018-02-25,31.968612137336105,3.3992620656418326,45.72503585918735,0.894435184066982,0
2018-02-26,35.069158899803874,5.9984708079597535,79.53588214404468,1.316897096395526,0
2018-02-27,30.747597223989672,4.9952595285051125,80.19868313767154,0.7280670126469685,0
2018-02-28,29.44494463638886,8.630815428975199,63.1138027201641,0.5505753811969217,0
2018-03-01,27.86910148340171,7.066071666771842,78.0666764444272,0.33586044123874254,0
2018-03-02,31.89575109093006,7.777542250079303,77.42246825727139,0.8845075747267319,0
2018-03-03,33.59411692056304,1.084853950882331,66.49417056060184,1.1159167200121713,0
2018-03-04,29.005399113391988,5.634590970710107,51.97370503632777,0.49068554355650673,0
2018-03-05,29.9662338319562,5.275070526427123,67.01412723307448,0.6216031215624004,0
2018-03-06,30.200258882341522,3.6872020665729037,70.84876709723021,0.6534899718158306,0
2018-03-07,31.458099445117053,6.22824584839103,57.95641817379406,0.8248757854365295,0
2018-03-08,35.24228019667251,4.942544680088724,76.34439331032299,1.3404855663471,0
2018-03-09,34.41817934584947,6.394453005096951,69.8170270931408,1.2281985253630174,0
2018-03-10,34.70931883935174,3.702563186339434,44.589132342216345,1.2678674472022866,0
2018-03-11,33.170642184367125,4.986729687250271,68.8510070490691,1.0582165914278308,0
2018-03-12,31.158345729844676,7.3969457213069525,52.119676327665054,0.7840331413859801,0
2018-03-13,30.056076504677723,3.9178450266808222,63.8261256155936,0.6338445454899767,0
2018-03-14,36.31060633166714,5.50537063411796,78.89871578156965,1.4860492802841785,0
2018-03-15,32.23469582082107,1.4402312571364462,81.00745526884997,0.9306901514569951,0
2018-03-16,32.369757283718194,2.654410021699971,83.4882156860746,0.9490928166217667,0
2018-03-17,32.57317597118008,4.550634027399095,53.837956279741746,0.9768094273656446,0
2018-03-18,31.585954310199334,4.075912426321238,75.23103219366777,0.8422965227906657,0
2018-03-19,33.17885697529198,6.51596192632338,58.78179040164096,1.0593358895869498,0
2018-03-20,32.55921351005509,7.75514227969844,87.009098333897,0.9749069861255771,0
2018-03-21,30.708218192276753,4.524416272049403,65.48864009960164,0.7227014618852553,0
2018-03-22,32.72285476756027,4.366531077678853,75.45173260369992,0.9972037627516662,0
2018-03-23,34.499249660677485,3.1535967927680586,53.858018328144894,1.2392446803992545,0
2018-03-24,32.4020515279409,7.001746198226359,89.90285052984942,0.9534930367173572,0
2018-03-25,32.02041631769206,3.2917274160022645,53.753666253052366,0.9014937110870263,0
2018-03-26,32.78313878330693,0.5810012322900695,81.5696362156481,1.0054177013006556,0
2018-03-27,34.16014322101647,4.26147691553615,44.6656527741936,1.1930400700652712,0
2018-03-28,35.61167483685645,5.069249909336654,53.92868518673058,1.3908170652895047,0
2018-03-29,35.31491178683618,5.136065809100767,85.03007619525741,1.3503819113554831,0
2018-03-30,32.92478020810811,4.214755222362632,69.68584238022191,1.0247169126238933,0
2018-03-31,33.88850305752872,5.132710536425927,40.730385979097946,1.1560280100243079,0
2018-04-01,31.538243271410067,3.6825483451892826,50.05865619333215,0.8357957026998079,0
2018-04-02,29.76122126536216,6.370492214650321,65.62118283690029,0.5936693384041787,0
2018-04-03,35.1158737532633,8.871768619117805,85.96740320083785,1.3232621822460324,0
2018-04-04,34.15492973111588,3.274741108271932,77.8376668612943,1.192329711189227,0
2018-04-05,32.24862553819103,3.919207774721947,79.97433706768052,0.9325881312293196,0
2018-04-06,29.872940278657133,8.015448992519165,52.810941490907396,0.608891501337302,0
2018-04-07,31.573354058044913,7.554328965603524,73.39611924369251,0.8405796879777175,0
2018-04-08,35.27813775702841,6.466107135375482,84.89970179977516,1.3453713025349114,0
2018-04-09,34.70866309841451,5.875271768291616,68.49522095866223,1.2677780998737167,0
2018-04-10,34.34797838151593,4.825703402398994,40.95380289113325,1.2186333628572763,0
2018-04-11,33.99407629016767,5.010266361205993,88.94406960853172,1.1704127857326598,0
2018-04-12,38.70893074857449,5.314895071094992,88.40403455215942,1.812830586025395,0
2018-04-13,34.65844184946531,3.0197244487042134,73.46199302362157,1.260935253596591,0
2018-04-14,31.00081788496347,7.468420969701185,48.7130244155621,0.7625693417106802,0
2018-04-15,34.370047853512204,4.798995632166369,72.4038894637606,1.2216404167925656,0
2018-04-16,36.71387861484551,4.392518248045054,57.239873914399475,1.5409967437454413,0
2018-04-17,34.12354431364032,4.148377867346986,61.46647900352956,1.1880533223772745,0
2018-04-18,35.00127241878249,5.70109294414095,46.46544372027747,1.307647291509267,0
2018-04-19,34.48538856039849,5.975109121491109,77.92452066811055,1.237356049980347,0
2018-04-20,32.72397592820784,5.274814896412408,53.50805731761307,0.9973565253795144,0
2018-04-21,35.5336044350827,4.522152787330931,53.90963978002377,1.3801796604198726,0
2018-04-22,34.547175197786004,7.2532447755529965,40.63159847420902,1.2457747267450554,0
2018-04-23,33.2680788076821,4.270852834384508,70.27388178904323,1.0714927215332573,0
2018-04-24,30.495887392590006,2.0373661408447012,73.07164806785902,0.6937705401627533,0
2018-04-25,30.765995485504234,6.855137606816054,82.7831134139204,0.7305738494529956,0
2018-04-26,32.18203175186152,4.014953259853471,40.84362737896347,0.9235144611713426,0
2018-04-27,32.621078017684184,4.075085688733757,51.913054811796826,0.9833362730225276,0
2018-04-28,34.309607496881576,5.436885746990181,66.77739102383848,1.2134051761720785,0
2018-04-29,37.45755246611659,6.385706744961967,86.6964764342128,1.6423252839757638,0
2018-04-30,33.49207664969287,5.424380395534817,87.72130012603608,1.102013324492336,0
2018-05-01,33.230810266866996,5.6050498311317,81.28229611262557,1.0664147336076977,0
2018-05-02,34.3562725793133,2.099072613358517,59.559761727642645,1.2197634805207553,0
2018-05-03,32.23665632531861,5.313658677786955,46.97439382870347,0.9309572780455013,0
2018-05-04,34.5821589265461,2.558517682281872,40.62167719995807,1.2505413998787354,0
2018-05-05,37.744369975093875,3.601606883837225,56.536561886249785,1.6814053181163917,0
2018-05-06,34.81892661290898,0.12949893345413432,41.981608130488254,1.2828019452668191,0
2018-05-07,35.18432696822657,6.223895467215463,48.88753202179837,1.3325892069013237,0
2018-05-08,34.98495314063774,0.7767779714589338,42.817895113521296,1.3054237245125335,0
2018-05-09,34.755938449983624,6.641031249345014,86.3570831247062,1.2742195558361469,0
2018-05-10,33.19670398389904,5.163136855991325,70.11761021022707,1.061767615976873,0
2018-05-11,36.453784480912624,4.065952383361821,64.59846151516857,1.5055578764666682,0
2018-05-12,34.95135694587212,5.014180529501842,66.5430549680504,1.3008461084418923,0
2018-05-13,34.352924191431235,6.530014452663632,45.50362446087448,1.2193072492634178,0
2018-05-14,39.29644025396307,3.678319330043265,50.66708697972231,1.8928811087790371,0
2018-05-15,33.84282992233599,6.440553188353919,63.37563095388447,1.1498048624591326,0
2018-05-16,33.73009562558597,6.405869854769602,46.91515176235196,1.134444363089621,0
2018-05-17,37.23313858890729,3.3359925780673554,44.63339870781549,1.6117479945548985,0
2018-05-18,34.995460950063055,3.13142916370881,68.571216589226,1.306855455624587,0
2018-05-19,36.35071779307268,6.788202198568995,82.24220686056603,1.49151462752448,0
2018-05-20,32.39725772705482,2.227381821201335,76.45337709519595,0.9528398621501585,0
2018-05-21,34.18321616268035,4.560222338821146,68.13326465145487,1.1961838507611027,0
2018-05-22,35.896367980909424,3.0699104318085366,54.909080268851,1.4296076462023106,0
2018-05-23,36.4886231470274,5.875076749112963,64.85216678636634,1.5103047842340287,0
2018-05-24,32.698340826747945,3.8873882064142187,88.3229362387135,0.9938636401514699,0
2018-05-25,34.0454912223397,4.809429880187077,42.84592153964171,1.1774182761289245,0
2018-05-26,36.20790402542764,3.125163148443216,88.123202234258,1.4720556797941933,0
2018-05-27,32.86149703267652,6.1088443251210025,86.32522985529394,1.0160943265578877,0
2018-05-28,35.82294935042931,8.040878821629972,56.84955285762003,1.419604063799159,0
2018-05-29,36.99259312301765,1.216024081314846,73.77544600539865,1.578972711578416,0
2018-05-30,36.923440129327744,3.187489624770206,81.01592720306442,1.5695503392694015,0
2018-05-31,38.95027491871633,5.551127181027482,52.98845838539897,1.8457146956546007,0
2018-06-01,38.318649153506996,5.840634999937735,49.736803562628346,1.7596531558396244,0
2018-06-02,33.09802233189162,7.557904900949431,86.99962675398054,1.0483218457264627,0
2018-06-03,33.574834177203684,8.327935244301482,52.569460127876724,1.1132893690129397,0
2018-06-04,35.453191115068314,1.6546100738057339,62.75543580773104,1.3692230235578868,0
2018-06-05,33.97256295446285,5.768051481658317,48.20292752455604,1.1674815075940939,0
2018-06-06,34.409357888412316,4.859503607526642,72.33804169448439,1.2269965664622404,0
2018-06-07,34.69818585707976,9.609829025330605,65.40192127636595,1.2663505337864098,0
2018-06-08,34.504188966646225,1.637463496122479,80.76070508457609,1.2399176806166319,0
2018-06-09,31.71753162375509,4.315907882641,78.44577782354256,0.860224458655621,0
2018-06-10,33.81948543107017,6.224926272614482,83.37318053148226,1.1466240820426346,0
2018-06-11,34.99491370212483,8.742517094046196,63.766113452791004,1.3067808909015846,0
2018-06-12,37.52483491469742,5.7257083856232045,84.7843357770844,1.6514927870231886,0
2018-06-13,37.90773480066879,5.751858765832191,71.81630956235631,1.7036644297850279,0
2018-06-14,31.855914903215208,6.1453618005314405,42.89065106797099,0.8790797346291034,0
2018-06-15,34.45504769555858,4.484173512669425,78.22086721551722,1.2332219856478452,0
2018-06-16,33.37237492085418,4.668014676757969,80.41105991575587,1.0857034846001044,0
2018-06-17,33.254430736036745,3.6376212508109003,40.984129971250205,1.0696331171187425,0
2018-06-18,35.67326135376461,5.1902073673742315,89.49893059789294,1.399208474837531,0
2018-06-19,35.185610249656776,4.0172430469870335,47.65164913165355,1.3327640591350078,0
2018-06-20,37.65672297321775,8.401485990909299,52.43861635851465,1.6694630631339247,0
2018-06-21,31.609847581021867,3.730407549568219,52.32452248826155,0.8455520766193193,0
2018-06-22,37.33830400681322,5.327155754144423,41.829781011796946,1.6260772038728086,0
2018-06-23,33.71228645937986,7.848471776456988,66.99648621501342,1.1320177928783657,0
2018-06-24,34.195418412382274,6.185220102662651,65.17519989706918,1.1978464561461224,0
2018-06-25,34.271099250946996,7.4216739575923185,59.95522501827898,1.2081582734596703,0
2018-06-26,35.50444286089422,1.814783433624402,55.013649093560126,1.3762062791610232,0
2018-06-27,35.76288930036855,4.154383865243947,53.13063831948823,1.4114206414717296,0
2018-06-28,31.4382520780141,4.073595624460146,86.58915044715069,0.8221715021912327,0
2018-06-29,33.88667710085807,6.1463374792804775,52.04383404716237,1.1557792161160043,0
2018-06-30,34.21630957808852,6.1449856283598985,58.24734490334576,1.2006929611309427,0
2018-07-01,31.863058990976903,5.4911601874026115,43.33191304932822,0.8800531451946794,0
2018-07-02,34.97940108932846,9.235028599596776,70.10537935598738,1.3046672352888078,0
2018-07-03,32.801682837787254,2.0003394928241724,43.917618448780324,1.0079444029820863,0
2018-07-04,27.27921678022537,3.9426625304636698,71.7799605154672,0.2554862882751897,0
2018-07-05,32.284086782801715,7.45905958434817,54.23882503090964,0.9374198678098243,0
2018-07-06,36.55303413787755,5.601521035124731,50.51259541279106,1.5190810396670786,0
2018-07-07,32.80337659165619,5.756870706028136,59.03825736065289,1.0081751837292583,0
2018-07-08,30.735657814659888,6.388880016129967,89.1302551792461,0.7264402203151801,0
2018-07-09,33.4195063320708,4.875687244797426,89.3884777185509,1.092125328113108,0
2018-07-10,34.800210564494066,6.470694704559731,43.92272724260092,1.2802518087230612,0
2018-07-11,32.672436503771976,5.1900470150595455,73.73538480534333,0.9903340724137804,0
2018-07-12,31.583642316330042,7.08024180953247,70.31123080382201,0.8419815043677423,0
2018-07-13,35.43644326889158,1.725740681560405,49.72108259239708,1.366941062450622,0
2018-07-14,32.32650703205538,8.029203270272184,44.33299855000842,0.9431997966398266,0
2018-07-15,31.451039549132773,5.686099127670881,44.76881580875036,0.8239138463377669,0
2018-07-16,31.926641304771437,6.21977741492365,80.97265682088297,0.8887164900605162,0
2018-07-17,33.2358036927805,2.2151812691202024,52.04845958928604,1.0670951078842692,0
2018-07-18,34.34547931848999,5.6043367893007305,71.2460226444563,1.2182928555126533,0
2018-07-19,42.74713102081962,2.589349709054784,41.557527297310536,2.3630515438349486,1
2018-07-20,33.5884063239268,4.674439548219188,60.725679110627226,1.1151386283527625,0
2018-07-21,31.315952449772734,3.814146360431355,51.236114185539506,0.805507688102264,0
2018-07-22,33.43386593191154,4.3494787384834455,58.888480838366576,1.094081881093513,0
2018-07-23,31.738019585549804,3.9684845139295692,41.24956953244645,0.8630160254928908,0
2018-07-24,32.60692400987143,2.535750146494688,40.55598536493895,0.9814077327792154,0
