date,temperature,rainfall,humidity
2018-01-01,25.263933208953578,4.37343401558766,51.6403650879584
2018-01-02,26.35971287268233,9.356689371436339,50.63139854666526
2018-01-03,26.26690601812626,2.1047107897119584,82.09594049144411
2018-01-04,24.71550011542893,5.797442588354072,83.47030610991493
2018-01-05,24.560464068468775,7.6386544205981375,50.130317254657704
2018-01-06,26.102989651170628,3.852150659272984,51.223874807507016
2018-01-07,23.679165482144136,7.734760729865119,46.94474147097729
2018-01-08,25.942478383561255,5.015658946022293,58.25318467103742
2018-01-09,26.827677363065646,6.482330230001951,41.683199730025244
2018-01-10,24.722150379056945,3.181168330386768,42.21877859571627
2018-01-11,28.446672177189225,6.721130775909394,68.5537150818142
2018-01-12,25.67767938081107,1.2638643992332477,89.84456510588664
2018-01-13,27.77411524348001,5.310237274158279,83.50191755281311
2018-01-14,24.045168577605452,5.702085086394062,66.04912935592274
2018-01-15,25.953951344318085,4.628577656273208,49.63004958249921
2018-01-16,22.339371159337137,7.102664505311175,63.18957619028582
2018-01-17,27.19130520357719,3.9729501720843725,58.67287946945284
2018-01-18,24.36918948899265,4.911468372620961,89.27913944218682
2018-01-19,24.608988725706123,6.287539736155777,73.80947758791973
2018-01-20,23.46602695626303,0.8196791390624103,83.0834949708981
2018-01-21,24.98910255606618,3.4187569765261125,43.0613841132116
2018-01-22,29.591743358445918,3.5419016244694284,48.48813321372327
2018-01-23,27.423902425899517,4.069395498844688,57.20714586977024
2018-01-24,26.498920761249813,10.71553736078826,86.24201825874826
2018-01-25,28.01404063273444,4.106798542146716,61.811062636614864
2018-01-26,26.41378078121065,3.7186987634903232,87.46728320443833
2018-01-27,27.555198616517103,6.384191814001955,46.301731960325775
2018-01-28,23.65336172706396,4.976549067375024,64.35617719099382
2018-01-29,27.23689918361629,5.853328005881502,41.17481793885228
2018-01-30,27.98073895485588,3.5672748511008288,40.26216213738602
2018-01-31,26.14004645485791,5.753068663196535,60.78178157234207
2018-02-01,28.65463172856375,5.976700116757474,88.1294549887057
2018-02-02,27.14188430116234,6.580885194835412,64.09688770263598
2018-02-03,27.402631456312843,0.4387337125461377,54.80103588289094
2018-02-04,23.457643752422292,4.872444674799176,60.021841548960026
2018-02-05,30.81685534181726,8.284754043583696,60.54525758579831
